id: 2
name: longsword
displayName: "Longsword"
category: weapon
inventorySize = [1, 4]

model: "longsword.gltf"
colliders: [
	{
		type = box
		size = [0.1, 1.6, 0.02]
		offset = [0.0, 0.5, 0.0]
	},
	{
		type: box
		size = [0.3, 0.03, 0.04]
		offset = [0.0, 0.08, 0.0]
	}
]
hitbox = {
	type = box
	size = [0.1, 1.6, 0.02]
	offset = [0.0, 0.5, 0.0]
}

moveset: "longsword_moveset.gltf"

icon: "longsword_icon.png"

description: "A decently long steel blade forged by blacksmiths. Fairly basic but very effective at close range."

weaponType: melee
twoHanded: 1

baseDamage: 50
range: 1.2

sfxHit = "hit.ogg"
sfxSwing = "swing.ogg"
sfxDrop = "drop.ogg"
sfxBlock = "block.ogg"
sfxParry = "parry.ogg"

drawSfx: longsword_draw.ogg

attackSfx: [
	longsword_attack.ogg
]

attacks: [
	{
		type: light
		index: 0
		animName: attack_light1
		damageFramesStart: 11
		damageFramesEnd: 17
		followUpCancelFrame: 23
		sfxFrame: 13
		staminaCost: 4.5
	},
	{
		type: light
		index: 1
		animName: attack_light2
		damageFramesStart: 11
		damageFramesEnd: 17
		followUpCancelFrame: 23
		sfxFrame: 13
		staminaCost: 4.5
	},
	{
		type = heavy
		index = 0
		animName = attack_heavy1
		damageFramesStart = 9
		damageFramesEnd = 17
		followUpCancelFrame = 29
		staminaCost = 5.5
		damageMultiplier = 1.5
	},
	{
		type = heavy
		index = 1
		animName = attack_heavy2
		damageFramesStart = 9
		damageFramesEnd = 17
		//followUpCancelFrame = 25
		staminaCost = 5.5
		damageMultiplier = 1.5
	}
]

attacksCopy: [
	{
		type: light
		index: 0
		animName: attack_light1
		damageFramesStart: 11
		damageFramesEnd: 19
		followUpCancelFrame: 21
		sfxFrame: 13
		staminaCost: 35
	},
	{
		type: light
		index: 1
		animName: attack_light2
		damageFramesStart: 11
		damageFramesEnd: 19
		followUpCancelFrame: 21
		sfxFrame: 13
		staminaCost: 35
	},
	{
		type: heavy
		index: 0
		animName: attack_heavy1
		damageFramesStart: 16
		damageFramesEnd: 29
		followUpCancelFrame: 34
		sfxFrame: 13
		damageMultiplier: 1.2
		staminaCost: 80
	},
	{
		type: heavy
		index: 1
		animName: attack_heavy2
		damageFramesStart: 16
		damageFramesEnd: 29
		followUpCancelFrame: 34
		sfxFrame: 16
		damageMultiplier: 1.2
		staminaCost: 80
	},
	{
		type: running
		animName: attack_run
		damageFramesStart: 10
		damageFramesEnd: 17
		sfxFrame: 13
		damageMultiplier: 1.1
		staminaCost: 50
	},
	{
		type: dodging
		animName: attack_dodge
		damageFramesStart: 7
		damageFramesEnd: 11
		sfxFrame: 9
		damageMultiplier: 0.9
		staminaCost: 30
	}
]

parryFramesDelay = 5
parryFramesCount = 4
